"id","age","race","gender","education"
156.0,30.0,"Asian","Female","Bachelors degree"
157.0,56.0,"Asian","Male","Bachelors degree"
158.0,61.0,"Asian","Female","Bachelors degree"
159.0,24.0,"Asian","Male","Bachelors degree"
160.0,30.0,"Asian","Female","Bachelors degree"
161.0,41.0,"Asian","Male","Bachelors degree"
162.0,35.0,"Asian","Female","Bachelors degree"
163.0,25.0,"Asian","Male","Bachelors degree"
164.0,28.0,"Asian","Female","Bachelors degree"
165.0,42.0,"Asian","Male","Bachelors degree"
166.0,44.0,"Asian","Female","Bachelors degree"
167.0,46.0,"Asian","Male","Bachelors degree"
168.0,72.0,"Asian","Female","Bachelors degree"
169.0,31.0,"Asian","Male","Bachelors degree"
170.0,53.0,"Asian","Female","Bachelors degree"
171.0,58.0,"Asian","Male","Bachelors degree"
172.0,33.0,"Asian","Female","Bachelors degree"
173.0,70.0,"Asian","Male","Bachelors degree"
174.0,33.0,"Asian","Female","Bachelors degree"
175.0,40.0,"Asian","Male","Bachelors degree"
176.0,22.0,"Asian","Female","Bachelors degree"
177.0,59.0,"Asian","Male","Bachelors degree"
178.0,70.0,"Asian","Female","Bachelors degree"
179.0,68.0,"Asian","Male","Bachelors degree"
180.0,63.0,"Asian","Female","Bachelors degree"
181.0,69.0,"Asian","Male","Bachelors degree"
182.0,32.0,"Asian","Female","Bachelors degree"
183.0,25.0,"Asian","Male","Bachelors degree"
184.0,51.0,"Asian","Female","Bachelors degree"
185.0,69.0,"Asian","Male","Bachelors degree"
186.0,64.0,"Asian","Female","Bachelors degree"
187.0,71.0,"Asian","Male","Bachelors degree"
188.0,37.0,"Asian","Female","Bachelors degree"
189.0,63.0,"Asian","Male","Bachelors degree"
190.0,71.0,"Asian","Female","Bachelors degree"
191.0,25.0,"Asian","Male","Bachelors degree"
192.0,72.0,"Asian","Female","Bachelors degree"
193.0,26.0,"Asian","Male","Bachelors degree"
194.0,33.0,"Asian","Female","Bachelors degree"
195.0,41.0,"Asian","Male","Bachelors degree"
196.0,54.0,"Asian","Female","Bachelors degree"
197.0,41.0,"Asian","Male","Bachelors degree"
198.0,35.0,"Asian","Female","Bachelors degree"
199.0,70.0,"Asian","Male","Bachelors degree"
200.0,68.0,"Asian","Female","Bachelors degree"
201.0,33.0,"Asian","Male","Bachelors degree"
202.0,57.0,"Asian","Female","Bachelors degree"
203.0,63.0,"Asian","Male","Bachelors degree"
204.0,71.0,"Asian","Female","Bachelors degree"
205.0,52.0,"Asian","Male","Bachelors degree"
206.0,29.0,"Asian","Female","Bachelors degree"
207.0,36.0,"Asian","Male","Bachelors degree"
208.0,65.0,"Asian","Female","Bachelors degree"
209.0,57.0,"Asian","Male","Bachelors degree"
210.0,63.0,"Asian","Female","Bachelors degree"
211.0,35.0,"Asian","Male","Bachelors degree"
212.0,63.0,"Asian","Female","Bachelors degree"
213.0,49.0,"Asian","Male","Bachelors degree"
214.0,48.0,"Asian","Female","Bachelors degree"
215.0,58.0,"Asian","Male","Bachelors degree"
216.0,71.0,"Asian","Female","Bachelors degree"
217.0,44.0,"Asian","Male","Bachelors degree"
218.0,69.0,"Asian","Female","Bachelors degree"
219.0,69.0,"Asian","Male","Bachelors degree"
220.0,45.0,"Asian","Female","Bachelors degree"
221.0,48.0,"Asian","Male","Bachelors degree"
222.0,67.0,"Asian","Female","Bachelors degree"
223.0,26.0,"Asian","Male","Bachelors degree"
224.0,30.0,"Asian","Female","Bachelors degree"
225.0,57.0,"Asian","Male","Bachelors degree"
226.0,68.0,"Asian","Female","Bachelors degree"
227.0,68.0,"Asian","Male","Bachelors degree"
228.0,36.0,"Asian","Female","Bachelors degree"
229.0,42.0,"Asian","Male","Bachelors degree"
230.0,56.0,"Asian","Female","Bachelors degree"
231.0,70.0,"Asian","Male","Bachelors degree"
232.0,41.0,"Asian","Female","Bachelors degree"
233.0,53.0,"Asian","Male","Bachelors degree"
234.0,61.0,"Asian","Female","Bachelors degree"
235.0,51.0,"Asian","Male","Bachelors degree"
236.0,55.0,"Black or African-American","Female","More than Bachelors degree"
237.0,61.0,"Black or African-American","Male","Bachelors degree"
238.0,55.0,"Black or African-American","Female","More than Bachelors degree"
239.0,25.0,"Black or African-American","Male","Bachelors degree"
240.0,58.0,"Black or African-American","Female","More than Bachelors degree"
241.0,39.0,"Black or African-American","Male","More than Bachelors degree"
242.0,38.0,"Black or African-American","Female","Bachelors degree"
243.0,37.0,"Black or African-American","Male","Bachelors degree"
244.0,35.0,"Black or African-American","Female","Bachelors degree"
245.0,48.0,"Black or African-American","Male","Bachelors degree"
246.0,71.0,"Black or African-American","Female","Bachelors degree"
247.0,28.0,"Black or African-American","Male","Bachelors degree"
248.0,39.0,"Black or African-American","Female","Bachelors degree"
249.0,41.0,"Black or African-American","Male","Bachelors degree"
250.0,29.0,"Black or African-American","Female","Bachelors degree"
251.0,25.0,"Black or African-American","Male","Less than Bachelors degree"
252.0,23.0,"Black or African-American","Female","Less than Bachelors degree"
253.0,61.0,"Black or African-American","Male","Less than Bachelors degree"
254.0,24.0,"Black or African-American","Female","Bachelors degree"
255.0,66.0,"Black or African-American","Male","Bachelors degree"
256.0,62.0,"Black or African-American","Female","Bachelors degree"
257.0,33.0,"Black or African-American","Male","Bachelors degree"
258.0,48.0,"Black or African-American","Female","Bachelors degree"
259.0,58.0,"Black or African-American","Male","Bachelors degree"
260.0,31.0,"Black or African-American","Female","Bachelors degree"
261.0,55.0,"Black or African-American","Male","Bachelors degree"
262.0,44.0,"Black or African-American","Female","Bachelors degree"
263.0,35.0,"Black or African-American","Male","Bachelors degree"
264.0,60.0,"Black or African-American","Female","Bachelors degree"
265.0,68.0,"Black or African-American","Male","Bachelors degree"
266.0,30.0,"Black or African-American","Female","Bachelors degree"
267.0,33.0,"Black or African-American","Male","Bachelors degree"
268.0,23.0,"Black or African-American","Female","Bachelors degree"
269.0,67.0,"Black or African-American","Male","Bachelors degree"
270.0,32.0,"Black or African-American","Female","Bachelors degree"
271.0,26.0,"Black or African-American","Male","Bachelors degree"
272.0,52.0,"Black or African-American","Female","Bachelors degree"
273.0,48.0,"Black or African-American","Male","Bachelors degree"
274.0,27.0,"Black or African-American","Female","Bachelors degree"
275.0,34.0,"Black or African-American","Male","Bachelors degree"
276.0,38.0,"Black or African-American","Female","Bachelors degree"
277.0,37.0,"Black or African-American","Male","Bachelors degree"
278.0,41.0,"Black or African-American","Female","Bachelors degree"
279.0,51.0,"Black or African-American","Male","Bachelors degree"
280.0,44.0,"Black or African-American","Female","Bachelors degree"
281.0,31.0,"Black or African-American","Male","Bachelors degree"
282.0,42.0,"Black or African-American","Female","Bachelors degree"
283.0,56.0,"Black or African-American","Male","Bachelors degree"
284.0,53.0,"Black or African-American","Female","Bachelors degree"
285.0,30.0,"Black or African-American","Male","Bachelors degree"
286.0,63.0,"Black or African-American","Female","Bachelors degree"
287.0,67.0,"Black or African-American","Male","Bachelors degree"
288.0,27.0,"Black or African-American","Female","Bachelors degree"
289.0,68.0,"Black or African-American","Male","Bachelors degree"
290.0,41.0,"Black or African-American","Female","Bachelors degree"
291.0,70.0,"Black or African-American","Male","Bachelors degree"
292.0,59.0,"Black or African-American","Female","Bachelors degree"
293.0,39.0,"Black or African-American","Male","Bachelors degree"
294.0,36.0,"Black or African-American","Female","Bachelors degree"
295.0,24.0,"Black or African-American","Male","Bachelors degree"
296.0,48.0,"Black or African-American","Female","Bachelors degree"
297.0,32.0,"Black or African-American","Male","Bachelors degree"
298.0,27.0,"Black or African-American","Female","Bachelors degree"
299.0,40.0,"Black or African-American","Male","Bachelors degree"
300.0,35.0,"Black or African-American","Female","Bachelors degree"
301.0,64.0,"Black or African-American","Male","Bachelors degree"
302.0,59.0,"Black or African-American","Female","Bachelors degree"
303.0,35.0,"Black or African-American","Male","Bachelors degree"
304.0,39.0,"Black or African-American","Female","Bachelors degree"
305.0,57.0,"Black or African-American","Male","Bachelors degree"
306.0,32.0,"Black or African-American","Female","Bachelors degree"
307.0,67.0,"Black or African-American","Male","Bachelors degree"
308.0,69.0,"Black or African-American","Female","Bachelors degree"
309.0,54.0,"Black or African-American","Male","Bachelors degree"
310.0,69.0,"Black or African-American","Female","Bachelors degree"
311.0,50.0,"Black or African-American","Male","More than Bachelors degree"
312.0,71.0,"Black or African-American","Female","More than Bachelors degree"
313.0,55.0,"Black or African-American","Male","More than Bachelors degree"
314.0,46.0,"Black or African-American","Female","More than Bachelors degree"
315.0,66.0,"Black or African-American","Male","More than Bachelors degree"
316.0,69.0,"Black or African-American","Female","Bachelors degree"
317.0,47.0,"Black or African-American","Male","Bachelors degree"
318.0,24.0,"Black or African-American","Female","Bachelors degree"
319.0,64.0,"Black or African-American","Male","Bachelors degree"
320.0,25.0,"Black or African-American","Female","Bachelors degree"
321.0,54.0,"Black or African-American","Male","Bachelors degree"
322.0,67.0,"Black or African-American","Female","Bachelors degree"
323.0,58.0,"Black or African-American","Male","Bachelors degree"
324.0,66.0,"Black or African-American","Female","Less than Bachelors degree"
325.0,71.0,"Black or African-American","Male","Less than Bachelors degree"
326.0,70.0,"Black or African-American","Female","Less than Bachelors degree"
327.0,34.0,"Black or African-American","Male","Less than Bachelors degree"
328.0,35.0,"Black or African-American","Female","Less than Bachelors degree"
329.0,44.0,"Black or African-American","Male","Less than Bachelors degree"
330.0,64.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
331.0,57.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
332.0,54.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
333.0,35.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
334.0,70.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
335.0,33.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
336.0,62.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
337.0,69.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
338.0,51.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
339.0,30.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
340.0,54.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
341.0,51.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
342.0,55.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
343.0,47.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
344.0,32.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
345.0,61.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
346.0,56.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
347.0,64.0,"Hawaiian or Pacific Islander","Nonbinary","Bachelors degree"
348.0,72.0,"Hawaiian or Pacific Islander","Nonbinary","Bachelors degree"
349.0,55.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
350.0,70.0,"Hawaiian or Pacific Islander","Female","Less than Bachelors degree"
351.0,35.0,"Hawaiian or Pacific Islander","Male","Less than Bachelors degree"
352.0,36.0,"Hawaiian or Pacific Islander","Female","Less than Bachelors degree"
353.0,64.0,"Hawaiian or Pacific Islander","Male","Less than Bachelors degree"
354.0,45.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
355.0,30.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
356.0,49.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
357.0,31.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
358.0,36.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
359.0,69.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
360.0,65.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
361.0,22.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
362.0,69.0,"Hawaiian or Pacific Islander","Female","Bachelors degree"
363.0,65.0,"Hawaiian or Pacific Islander","Male","Bachelors degree"
364.0,34.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
365.0,27.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
366.0,66.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
367.0,47.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
368.0,37.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
369.0,46.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
370.0,55.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
371.0,63.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
372.0,60.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
373.0,61.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
374.0,41.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
375.0,27.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
376.0,56.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
377.0,23.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
378.0,62.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
379.0,44.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
380.0,45.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
381.0,59.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
382.0,35.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
383.0,53.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
384.0,71.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
385.0,44.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
386.0,63.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
387.0,68.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
388.0,46.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
389.0,53.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
390.0,62.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
391.0,34.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
392.0,61.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
393.0,50.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
394.0,70.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
395.0,53.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
396.0,26.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
397.0,36.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
398.0,49.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
399.0,33.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
400.0,39.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
401.0,39.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
402.0,40.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
403.0,44.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
404.0,57.0,"Hispanic, Latino or Spanish origin","Unspecified","Bachelors degree"
405.0,28.0,"Hispanic, Latino or Spanish origin","Unspecified","Bachelors degree"
406.0,57.0,"Hispanic, Latino or Spanish origin","Unspecified","Bachelors degree"
407.0,55.0,"Hispanic, Latino or Spanish origin","Unspecified","Bachelors degree"
408.0,34.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
409.0,64.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
410.0,40.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
411.0,24.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
412.0,48.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
413.0,45.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
414.0,51.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
415.0,44.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
416.0,44.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
417.0,34.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
418.0,51.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
419.0,51.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
420.0,34.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
421.0,27.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
422.0,34.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
423.0,34.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
424.0,62.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
425.0,32.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
426.0,38.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
427.0,41.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
428.0,42.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
429.0,57.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
430.0,23.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
431.0,69.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
432.0,54.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
433.0,30.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
434.0,31.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
435.0,57.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
436.0,55.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
437.0,50.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
438.0,38.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
439.0,54.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
440.0,40.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
441.0,35.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
442.0,31.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
443.0,48.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
444.0,54.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
445.0,63.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
446.0,24.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
447.0,61.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
448.0,50.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
449.0,38.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
450.0,72.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
451.0,60.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
452.0,38.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
453.0,29.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
454.0,59.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
455.0,40.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
456.0,70.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
457.0,60.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
458.0,40.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
459.0,62.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
460.0,32.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
461.0,50.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
462.0,61.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
463.0,54.0,"Hispanic, Latino or Spanish origin","Male","Bachelors degree"
464.0,32.0,"Hispanic, Latino or Spanish origin","Female","Bachelors degree"
465.0,45.0,"Hispanic, Latino or Spanish origin","Male","Less than Bachelors degree"
466.0,57.0,"Hispanic, Latino or Spanish origin","Female","Less than Bachelors degree"
